name,variant,condition,city,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,Original_Price,Price
Maruti Suzuki Baleno,ZXI (Top),Good,Tier 2 (Medium),2013,117301.69,Petrol,Automatic,First Owner,22.0,1197,88,5,1000844.92,311724.09
Maruti Suzuki Swift,LXI (Base),Good,Tier 2 (Medium),2013,70169.79,Diesel,Automatic,Third Owner,21.0,1197,82,5,863873.84,273486.86
Tata Altroz,XE (Base),Excellent,Metro (High Demand),2018,66332.67,Diesel,Automatic,Second Owner,19.0,1199,84,5,1165611.57,474771.74
Maruti Suzuki Baleno,LXI (Base),Fair,Tier 2 (Medium),2017,35212.99,Petrol,Automatic,Second Owner,22.0,1197,88,5,1012819.38,310439.43
Mahindra Bolero,Base,Excellent,Tier 2 (Medium),2018,34169.84,Petrol,Automatic,First Owner,16.0,1493,75,7,1184355.22,672301.42
Tata Nexon,XE (Base),Good,Tier 2 (Medium),2024,21884.0,Diesel,Manual,First Owner,17.0,1199,118,5,1247946.92,1098036.51
Volkswagen Polo,Highline (Top),Good,Metro (High Demand),2022,114303.65,Petrol,Automatic,Third Owner,18.0,999,108,5,1168963.77,527217.99
Kia Sonet,HTE (Base),Good,Metro (High Demand),2023,117506.39,Diesel,Automatic,First Owner,18.0,998,118,5,1320954.3,843042.92
Toyota Innova,V (Top),Poor,Tier 2 (Medium),2011,57534.7,Diesel,Automatic,Second Owner,11.0,2393,148,7,2890735.64,888807.52
Mahindra Bolero,Base,Fair,Tier 2 (Medium),2020,71736.04,Diesel,Manual,Second Owner,16.0,1493,75,7,1196428.95,472781.91
Toyota Urban Cruiser,V (Top),Good,Tier 2 (Medium),2012,105173.89,Petrol,Automatic,First Owner,18.0,1462,103,5,1250882.92,393871.55
Hyundai Venue,S (Mid),Excellent,Metro (High Demand),2011,131517.51,Diesel,Automatic,First Owner,18.0,998,118,5,1368100.16,431397.7
Kia Seltos,HTE (Base),Good,Tier 2 (Medium),2017,117955.64,Diesel,Manual,Second Owner,16.0,1497,113,5,1847124.13,569926.14
Hyundai Verna,S (Mid),Good,Tier 2 (Medium),2011,50286.29,Diesel,Manual,Fourth & Above Owner,19.0,1497,113,5,1345528.27,420655.93
Tata Tiago,XZ (Top),Fair,Rural (Low),2025,35712.75,CNG,Automatic,Second Owner,20.0,1199,84,5,887818.98,647430.09
Kia Sonet,GTX (Top),Fair,Rural (Low),2020,57749.14,CNG,Automatic,Second Owner,18.0,998,118,5,1307748.44,465730.4
Kia Carens,HTK (Mid),Good,Metro (High Demand),2022,83853.56,CNG,Automatic,First Owner,16.0,1497,113,7,1397772.19,1002617.16
Maruti Suzuki Ertiga,VXI (Mid),Excellent,Metro (High Demand),2014,44352.38,CNG,Automatic,First Owner,20.0,1462,103,7,1210329.37,441501.16
Volkswagen Polo,Highline (Top),Excellent,Tier 2 (Medium),2012,50455.51,Petrol,Automatic,First Owner,18.0,999,108,5,1153154.26,374990.77
Tata Harrier,XE (Base),Good,Metro (High Demand),2014,94285.59,Diesel,Automatic,Second Owner,16.0,1956,167,5,2036108.96,636368.95
Kia Sonet,GTX (Top),Good,Tier 2 (Medium),2016,125511.78,CNG,Automatic,First Owner,18.0,998,118,5,1250514.98,406823.61
Honda Elevate,E (Base),Good,Metro (High Demand),2017,43707.35,Diesel,Automatic,First Owner,15.0,1498,119,5,1591645.08,729939.65
Kia Carens,GTX (Top),Excellent,Rural (Low),2024,66372.06,Diesel,Manual,First Owner,16.0,1497,113,7,1512624.04,1335807.39
Tata Tiago,XM (Mid),Good,Rural (Low),2022,8719.77,CNG,Manual,Second Owner,20.0,1199,84,5,723124.75,432890.24
Maruti Suzuki Brezza,LXI (Base),Good,Tier 2 (Medium),2016,39762.63,CNG,Manual,Second Owner,19.0,1462,103,5,989402.27,351630.59
Toyota Fortuner,V (Top),Poor,Tier 2 (Medium),2017,61116.65,Petrol,Manual,First Owner,10.0,2755,201,7,3736937.41,1260677.33
Toyota Urban Cruiser,V (Top),Excellent,Metro (High Demand),2016,146929.58,Petrol,Manual,Second Owner,18.0,1462,103,5,1115196.65,345958.04
Toyota Glanza,G (Base),Good,Metro (High Demand),2012,89113.02,Petrol,Manual,First Owner,22.0,1197,88,5,877431.54,287970.16
Mahindra Thar,Top,Fair,Metro (High Demand),2015,139750.98,CNG,Automatic,Second Owner,15.0,1997,150,4,1866350.38,581929.92
Tata Altroz,XM (Mid),Excellent,Metro (High Demand),2016,42026.27,CNG,Manual,Fourth & Above Owner,19.0,1199,84,5,987134.11,324055.67
Mahindra Bolero,Top,Good,Metro (High Demand),2014,66260.66,Petrol,Automatic,Third Owner,16.0,1493,75,7,1247226.07,388015.32
Honda City,VX (Top),Good,Tier 2 (Medium),2012,34769.95,Diesel,Automatic,First Owner,17.0,1498,119,5,1821411.59,563174.03
Mahindra XUV700,Base,Good,Metro (High Demand),2021,129692.83,Petrol,Automatic,Third Owner,13.0,2198,182,7,2255464.2,975011.36
Maruti Suzuki Ertiga,ZXI (Top),Fair,Metro (High Demand),2012,6066.09,CNG,Manual,Second Owner,20.0,1462,103,7,1122084.51,360323.68
Mahindra XUV700,Mid,Good,Tier 2 (Medium),2015,60357.13,Diesel,Automatic,Second Owner,13.0,2198,182,7,2295653.33,714709.78
Kia Seltos,HTE (Base),Fair,Tier 2 (Medium),2025,145777.24,CNG,Automatic,Fourth & Above Owner,16.0,1497,113,5,1796690.67,703385.3
Honda Elevate,S (Mid),Excellent,Metro (High Demand),2019,42471.42,Petrol,Manual,First Owner,15.0,1498,119,5,1405587.6,874198.99
Toyota Urban Cruiser,V (Top),Good,Tier 2 (Medium),2022,111954.74,Diesel,Automatic,First Owner,18.0,1462,103,5,1403387.74,885821.21
Toyota Glanza,V (Top),Poor,Metro (High Demand),2021,100850.33,Petrol,Automatic,Fourth & Above Owner,22.0,1197,88,5,1087298.35,336223.58
Maruti Suzuki Dzire,LXI (Base),Good,Tier 2 (Medium),2020,39907.93,CNG,Automatic,Second Owner,23.0,1197,88,5,942043.66,834771.54
Volkswagen Virtus,Comfortline (Mid),Good,Rural (Low),2025,434210.35884396505,Petrol,Manual,First Owner,18.0,1498,148,5,1686279.69,1483012.26
Mahindra XUV700,Base,Excellent,Tier 2 (Medium),2011,130753.08,Diesel,Automatic,Third Owner,13.0,2198,182,7,2301797.05,715050.87
Honda City,VX (Top),Good,Metro (High Demand),2019,77982.66,CNG,Manual,First Owner,17.0,1498,119,5,1586198.17,884721.74
Kia Sonet,HTE (Base),Good,Rural (Low),2013,102657.42,Diesel,Automatic,Second Owner,18.0,998,118,5,1289418.98,404847.41
Kia Carens,HTK (Mid),Fair,Tier 2 (Medium),2020,106070.12,CNG,Automatic,Third Owner,16.0,1497,113,7,1467460.55,451560.77
Honda Elevate,E (Base),Poor,Tier 2 (Medium),2022,17284.31,Diesel,Automatic,First Owner,15.0,1498,119,5,1643634.67,851920.11
Tata Nexon,XE (Base),Good,Tier 2 (Medium),2023,113081.56,CNG,Automatic,First Owner,17.0,1199,118,5,1267600.61,764249.57
Hyundai Verna,S (Mid),Good,Tier 2 (Medium),2015,115664.92,Petrol,Automatic,Second Owner,19.0,1497,113,5,1482413.44,468510.65
Honda Elevate,S (Mid),Good,Metro (High Demand),2014,126874.98,CNG,Manual,First Owner,15.0,1498,119,5,1469752.37,451078.5
Mahindra XUV700,Base,Excellent,Tier 2 (Medium),2015,76452.04,CNG,Automatic,First Owner,13.0,2198,182,7,2154265.92,861123.64
Tata Tiago,XE (Base),Fair,Rural (Low),2014,14540.83,Diesel,Automatic,Fourth & Above Owner,20.0,1199,84,5,862598.13,281946.97
Tata Altroz,XZ (Top),Excellent,Metro (High Demand),2015,95313.97,CNG,Manual,First Owner,19.0,1199,84,5,941082.66,348024.44
Honda Amaze,E (Base),Good,Tier 2 (Medium),2025,143394.84,Petrol,Manual,First Owner,18.0,1199,88,5,835895.97,639451.24
Toyota Urban Cruiser,G (Base),Excellent,Rural (Low),2013,119538.59,CNG,Automatic,First Owner,18.0,1462,103,5,1158357.93,361814.35
Toyota Urban Cruiser,V (Top),Good,Tier 2 (Medium),2011,6164.0,CNG,Automatic,First Owner,18.0,1462,103,5,1254611.02,400783.8
Mahindra XUV300,Base,Good,Tier 2 (Medium),2013,60862.02,Petrol,Manual,Third Owner,17.0,1197,108,5,1213662.86,393398.84
Mahindra Bolero,Base,Good,Metro (High Demand),2011,129421.81,CNG,Automatic,Second Owner,16.0,1493,75,7,1096006.53,348912.47
Tata Nexon,XE (Base),Good,Tier 2 (Medium),2015,486984.8617600079,CNG,Automatic,Third Owner,17.0,1199,118,5,1309646.56,421396.83
Kia Carens,HTK (Mid),Excellent,Rural (Low),2022,20213.46,Diesel,Manual,Second Owner,16.0,1497,113,7,1423445.78,866676.44
Kia Seltos,HTK (Mid),Good,Rural (Low),2014,100341.96,Petrol,Automatic,First Owner,16.0,1497,113,5,1821571.67,570415.02
Honda City,S (Mid),Fair,Metro (High Demand),2015,112193.92,CNG,Automatic,Second Owner,17.0,1498,119,5,1587289.82,502585.38
Honda Amaze,VX (Top),Fair,Metro (High Demand),2025,74179.49,Petrol,Manual,First Owner,18.0,1199,88,5,919519.09,820723.9
Kia Seltos,HTE (Base),Excellent,Rural (Low),2012,90482.02,Petrol,Automatic,Second Owner,16.0,1497,113,5,1721725.17,545729.72
Mahindra XUV700,Mid,Good,Metro (High Demand),2022,114921.45,Petrol,Automatic,First Owner,13.0,2198,182,7,2164425.7,1483806.95
Toyota Fortuner,V (Top),Excellent,Metro (High Demand),2023,111940.63,Petrol,Manual,First Owner,10.0,2755,201,7,3617562.24,3233077.28
Toyota Fortuner,V (Top),Good,Metro (High Demand),2024,59808.66,Diesel,Automatic,Second Owner,10.0,2755,201,7,3879660.6,3381195.91
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2013,48854.57,CNG,Automatic,Third Owner,16.0,1497,113,7,1504922.56,477052.19
Mahindra Scorpio,Mid,Good,Tier 2 (Medium),2023,74799.98,CNG,Automatic,Fourth & Above Owner,15.0,2184,130,7,1883948.18,982081.17
Volkswagen Virtus,Comfortline (Mid),Good,Tier 2 (Medium),2023,50385.83,Diesel,Automatic,Second Owner,18.0,1498,148,5,1763539.12,1160103.43
Honda City,VX (Top),Good,Tier 2 (Medium),2024,32045.26,CNG,Automatic,Second Owner,17.0,1498,119,5,1712235.19,1393636.43
Hyundai Verna,E (Base),Fair,Tier 2 (Medium),2025,45697.56,Petrol,Automatic,Second Owner,19.0,1497,113,5,1384038.81,973936.71
Maruti Suzuki Dzire,LXI (Base),Fair,Metro (High Demand),2019,136049.43,CNG,Manual,First Owner,23.0,1197,88,5,794431.51,281357.31
Hyundai Creta,SX (Top),Good,Tier 2 (Medium),2024,49461.53,Petrol,Automatic,Second Owner,16.0,1497,113,5,1734268.97,1542569.44
Kia Carens,HTE (Base),Excellent,Tier 2 (Medium),2016,638395.0655753373,Diesel,Automatic,First Owner,16.0,1497,113,7,1491415.38,453166.32
Volkswagen Taigun,Highline (Top),Poor,Rural (Low),2025,34383.21,Petrol,Automatic,First Owner,16.0,1498,148,5,1650697.11,1217824.12
Honda City,E (Base),Good,Tier 2 (Medium),2022,120701.15,Diesel,Manual,First Owner,17.0,1498,119,5,1589487.48,878339.48
Tata Harrier,XZ (Top),Poor,Tier 2 (Medium),2020,51159.09,CNG,Manual,Second Owner,16.0,1956,167,5,2016200.67,702366.0
Mahindra XUV700,Base,Good,Tier 2 (Medium),2012,126714.03,Diesel,Automatic,First Owner,13.0,2198,182,7,2327342.2,719167.42
Hyundai Grand i10,E (Base),Good,Tier 2 (Medium),2021,124310.6,Diesel,Automatic,Second Owner,20.0,1197,82,5,917353.45,397899.54
Tata Nexon,XE (Base),Excellent,Tier 2 (Medium),2015,73631.66,CNG,Manual,First Owner,17.0,1199,118,5,1201293.13,402751.34
Maruti Suzuki Alto,VXI (Mid),Poor,Metro (High Demand),2023,133841.14,CNG,Automatic,Second Owner,22.0,796,47,5,647773.12,267926.08
Toyota Fortuner,V (Top),Fair,Metro (High Demand),2011,110514.03,CNG,Automatic,Third Owner,10.0,2755,201,7,3787175.69,1153628.31
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2011,46766.39,Diesel,Automatic,First Owner,16.0,1497,113,7,1533983.11,481984.74
Tata Altroz,XM (Mid),Excellent,Rural (Low),2013,57083.54,CNG,Manual,Second Owner,19.0,1199,84,5,915686.84,302863.19
Hyundai Creta,S (Mid),Fair,Tier 2 (Medium),2013,35031.75,Petrol,Manual,Second Owner,16.0,1497,113,5,1592717.49,500222.85
Volkswagen Vento,Highline (Top),Excellent,Tier 2 (Medium),2018,22357.76,CNG,Manual,First Owner,17.0,999,108,5,1328738.3,705897.54
Tata Harrier,XZ (Top),Good,Tier 2 (Medium),2023,101624.03,Petrol,Automatic,Third Owner,16.0,1956,167,5,2026777.96,1037473.56
Toyota Urban Cruiser,V (Top),Poor,Metro (High Demand),2022,147229.73,Petrol,Automatic,Third Owner,18.0,1462,103,5,1258901.51,455806.97
Hyundai Grand i10,SX (Top),Poor,Tier 2 (Medium),2020,53552.88,Diesel,Manual,First Owner,20.0,1197,82,5,935001.92,368047.05
Hyundai i20,SX (Top),Good,Tier 2 (Medium),2019,600141.6898220262,Petrol,Manual,First Owner,20.0,1197,82,5,911707.62,552373.51
Kia Seltos,GTX (Top),Excellent,Rural (Low),2019,84460.29,Diesel,Automatic,First Owner,16.0,1497,113,5,2053815.34,1106311.82
Toyota Innova,G (Base),Good,Metro (High Demand),2014,62537.19,Petrol,Manual,First Owner,11.0,2393,148,7,2530742.75,838096.45
Hyundai Grand i10,SX (Top),Good,Rural (Low),2012,121906.88,CNG,Automatic,First Owner,20.0,1197,82,5,978510.58,319926.14
Hyundai Verna,S (Mid),Good,Rural (Low),2021,148834.85,Diesel,Manual,Second Owner,19.0,1497,113,5,1445316.17,630135.98
Toyota Innova,G (Base),Good,Rural (Low),2023,586193.7820495481,Diesel,Manual,First Owner,11.0,2393,148,7,2674062.37,2150091.76
Toyota Innova,G (Base),Poor,Rural (Low),2013,91555.96,Petrol,Manual,First Owner,11.0,2393,148,7,2510300.44,2109153.92
Kia Seltos,HTE (Base),Good,Metro (High Demand),2023,68314.11,Petrol,Manual,First Owner,16.0,1497,113,5,1615379.27,1227210.59
Honda Amaze,S (Mid),Good,Tier 2 (Medium),2011,137949.14,Diesel,Automatic,First Owner,18.0,1199,88,5,1075911.88,336376.68
Kia Carens,HTE (Base),Good,Metro (High Demand),2025,113866.94,CNG,Manual,First Owner,16.0,1497,113,7,1321231.96,1113385.33
Kia Seltos,HTE (Base),Fair,Tier 2 (Medium),2020,31738.48,Diesel,Manual,First Owner,16.0,1497,113,5,1725148.14,869853.65
Hyundai Creta,SX (Top),Excellent,Metro (High Demand),2012,75789.16,Diesel,Automatic,Second Owner,16.0,1497,113,5,1924519.34,601740.86
Tata Altroz,XZ (Top),Good,Rural (Low),2016,78699.46,CNG,Automatic,Third Owner,19.0,1199,84,5,1021302.54,326857.23
Maruti Suzuki Dzire,ZXI (Top),Excellent,Tier 2 (Medium),2014,32737.53,Petrol,Manual,Second Owner,23.0,1197,88,5,909985.38,301444.4
Mahindra Bolero,Mid,Excellent,Tier 2 (Medium),2011,58447.15,Petrol,Manual,Second Owner,16.0,1493,75,7,1101718.42,353128.55
Honda Amaze,VX (Top),Good,Tier 2 (Medium),2015,96624.96,Petrol,Manual,Second Owner,18.0,1199,88,5,928244.31,297739.63
Volkswagen Taigun,Highline (Top),Good,Rural (Low),2017,9163.96,Petrol,Automatic,First Owner,16.0,1498,148,5,1703189.51,772888.79
Kia Sonet,HTE (Base),Fair,Tier 2 (Medium),2025,123471.45,CNG,Manual,First Owner,18.0,998,118,5,1104823.19,694196.07
Mahindra Scorpio,Base,Good,Tier 2 (Medium),2011,38722.99,Petrol,Automatic,First Owner,15.0,2184,130,7,1794905.85,557881.29
Hyundai Grand i10,E (Base),Good,Rural (Low),2019,125289.38,Diesel,Manual,Second Owner,20.0,1197,82,5,756030.91,254603.11
Toyota Glanza,G (Base),Poor,Tier 2 (Medium),2020,96369.63,Diesel,Manual,First Owner,22.0,1197,88,5,976388.45,366049.19
Maruti Suzuki Dzire,LXI (Base),Good,Rural (Low),2017,62883.45,Petrol,Manual,Second Owner,23.0,1197,88,5,798478.26,266329.95
Kia Carens,GTX (Top),Good,Tier 2 (Medium),2012,10394.42,Diesel,Automatic,First Owner,16.0,1497,113,7,1530614.36,485204.38
Honda Elevate,VX (Top),Good,Rural (Low),2022,122974.87,Diesel,Automatic,First Owner,15.0,1498,119,5,1651688.73,953585.14
Maruti Suzuki Ertiga,VXI (Mid),Good,Tier 2 (Medium),2015,89562.32,Petrol,Manual,Third Owner,20.0,1462,103,7,1146615.89,354313.89
Mahindra XUV300,Top,Fair,Metro (High Demand),2018,8621.72,Petrol,Automatic,Second Owner,17.0,1197,108,5,1457500.32,538680.03
Tata Altroz,XE (Base),Good,Metro (High Demand),2018,117245.06,Diesel,Automatic,First Owner,19.0,1199,84,5,1161458.95,460262.41
Mahindra XUV300,Top,Poor,Tier 2 (Medium),2022,92670.05,Petrol,Manual,First Owner,17.0,1197,108,5,1247417.97,638249.37
Tata Altroz,XM (Mid),Good,Metro (High Demand),2011,10247.26,Diesel,Manual,Second Owner,19.0,1199,84,5,946654.87,299839.43
Tata Tiago,XM (Mid),Good,Tier 2 (Medium),2023,55481.74,CNG,Automatic,Second Owner,20.0,1199,84,5,762923.44,458626.87
Maruti Suzuki Baleno,VXI (Mid),Good,Tier 2 (Medium),2023,28228.13,CNG,Manual,First Owner,22.0,1197,88,5,916354.43,820738.72
Mahindra Bolero,Base,Excellent,Tier 2 (Medium),2014,66285.57,Petrol,Manual,First Owner,16.0,1493,75,7,1098652.51,351215.51
Toyota Innova,G (Base),Good,Metro (High Demand),2017,72806.78,Petrol,Automatic,First Owner,11.0,2393,148,7,2635599.73,1282035.94
Kia Seltos,GTX (Top),Good,Metro (High Demand),2019,88439.22,Diesel,Manual,Second Owner,16.0,1497,113,5,1936001.2,905174.08
Hyundai Grand i10,SX (Top),Excellent,Metro (High Demand),2025,121944.94,Petrol,Automatic,First Owner,20.0,1197,82,5,871533.76,766622.26
Maruti Suzuki Alto,VXI (Mid),Poor,Rural (Low),2013,79276.18,CNG,Manual,Second Owner,22.0,796,47,5,474578.42,157078.68
Maruti Suzuki Alto,ZXI (Top),Good,Rural (Low),2021,139395.89,Diesel,Automatic,Second Owner,22.0,796,47,5,747794.52,344863.26
Hyundai Venue,SX (Top),Good,Metro (High Demand),2020,123191.05,Petrol,Manual,Third Owner,18.0,998,118,5,1154729.36,453104.91
Toyota Innova,V (Top),Excellent,Tier 2 (Medium),2017,16746.53,Diesel,Automatic,First Owner,11.0,2393,148,7,2894616.57,1735745.73
Tata Harrier,XZ (Top),Excellent,Tier 2 (Medium),2013,10842.74,Diesel,Manual,Third Owner,16.0,1956,167,5,2145965.95,657181.37
Hyundai Venue,S (Mid),Fair,Metro (High Demand),2011,19187.54,CNG,Manual,Second Owner,18.0,998,118,5,1147746.94,360023.95
Tata Nexon,XZ (Top),Fair,Rural (Low),2018,120879.42,Petrol,Manual,First Owner,17.0,1199,118,5,1221604.86,1074912.31
Volkswagen Virtus,Highline (Top),Good,Tier 2 (Medium),2016,11749.52,Petrol,Automatic,First Owner,18.0,1498,148,5,1867811.26,809393.4
Kia Carens,HTE (Base),Good,Tier 2 (Medium),2014,125658.07,Petrol,Manual,Second Owner,16.0,1497,113,7,1336601.32,422473.63
Volkswagen Vento,Comfortline (Mid),Good,Tier 2 (Medium),2013,93744.76,Diesel,Manual,Third Owner,17.0,999,108,5,1306436.59,416876.31
Kia Carens,HTK (Mid),Good,Tier 2 (Medium),2018,476996.4396141945,Diesel,Automatic,First Owner,16.0,1497,113,7,1472842.31,757853.64
Hyundai Verna,SX (Top),Excellent,Tier 2 (Medium),2019,84236.88,CNG,Manual,Second Owner,19.0,1497,113,5,1449534.0,660431.64
Mahindra Scorpio,Top,Good,Tier 2 (Medium),2017,6771.28,Petrol,Manual,First Owner,15.0,2184,130,7,1728243.7,954991.3
Maruti Suzuki Baleno,LXI (Base),Fair,Metro (High Demand),2018,143976.22,Petrol,Automatic,First Owner,22.0,1197,88,5,915594.65,276004.19
Volkswagen Taigun,Comfortline (Mid),Good,Tier 2 (Medium),2021,121776.36,CNG,Manual,Second Owner,16.0,1498,148,5,1516852.77,645586.79
Maruti Suzuki Ertiga,ZXI (Top),Good,Tier 2 (Medium),2011,100513.58,Diesel,Manual,First Owner,20.0,1462,103,7,1279032.44,404521.08
Honda Amaze,VX (Top),Poor,Metro (High Demand),2021,23840.53,Petrol,Manual,Third Owner,18.0,1199,88,5,1014547.18,375920.67
Mahindra XUV700,Top,Good,Metro (High Demand),2014,12095.48,Petrol,Automatic,Second Owner,13.0,2198,182,7,2236985.78,789041.99
Maruti Suzuki Swift,VXI (Mid),Good,Tier 2 (Medium),2025,146272.64,Diesel,Manual,Second Owner,21.0,1197,82,5,854064.82,673367.16
Maruti Suzuki Dzire,ZXI (Top),Good,Tier 2 (Medium),2012,98294.14,Petrol,Automatic,Fourth & Above Owner,23.0,1197,88,5,1062525.2,345898.48
Kia Sonet,GTX (Top),Fair,Tier 2 (Medium),2020,113908.85,CNG,Manual,First Owner,18.0,998,118,5,1179476.58,512436.68
Toyota Innova,G (Base),Poor,Metro (High Demand),2024,106602.1,Petrol,Automatic,First Owner,11.0,2393,148,7,2648191.04,1583332.32
Maruti Suzuki Swift,VXI (Mid),Excellent,Tier 2 (Medium),2021,23299.0,Diesel,Automatic,First Owner,21.0,1197,82,5,916458.65,808691.96
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2025,91868.34,Diesel,Manual,First Owner,22.0,1197,88,5,950261.22,835736.58
Toyota Innova,G (Base),Good,Metro (High Demand),2011,24793.72,Petrol,Automatic,Second Owner,11.0,2393,148,7,2747654.75,852358.86
Toyota Fortuner,V (Top),Good,Tier 2 (Medium),2023,91125.43,CNG,Automatic,First Owner,10.0,2755,201,7,3763161.44,3368965.71
Honda City,S (Mid),Excellent,Rural (Low),2020,119393.15,Petrol,Manual,First Owner,17.0,1498,119,5,1509255.17,757823.78
Maruti Suzuki Swift,LXI (Base),Good,Metro (High Demand),2018,142823.21,CNG,Automatic,Third Owner,21.0,1197,82,5,809639.93,288496.12
Toyota Urban Cruiser,G (Base),Good,Tier 2 (Medium),2016,123581.76,Petrol,Manual,Third Owner,18.0,1462,103,5,1037538.02,322327.91
Maruti Suzuki Swift,ZXI (Top),Good,Metro (High Demand),2012,140511.0,CNG,Manual,Third Owner,21.0,1197,82,5,754520.41,237032.93
Mahindra XUV300,Base,Good,Metro (High Demand),2023,61986.06,Diesel,Manual,Fourth & Above Owner,17.0,1197,108,5,1340091.38,606745.06
Toyota Glanza,G (Base),Good,Tier 2 (Medium),2023,117054.93,Diesel,Manual,Second Owner,22.0,1197,88,5,954494.38,451736.38
Toyota Glanza,G (Base),Good,Rural (Low),2020,34063.23,Petrol,Automatic,Second Owner,22.0,1197,88,5,966311.85,459962.15
Kia Seltos,HTE (Base),Fair,Tier 2 (Medium),2016,35136.45,CNG,Manual,Second Owner,16.0,1497,113,5,1728072.98,537704.95
Toyota Urban Cruiser,G (Base),Excellent,Tier 2 (Medium),2015,142894.93,CNG,Manual,Second Owner,18.0,1462,103,5,1016891.9,332778.17
Toyota Innova,V (Top),Good,Tier 2 (Medium),2020,446067.4355243276,Diesel,Manual,Second Owner,11.0,2393,148,7,2777066.56,1291839.07
Honda Amaze,S (Mid),Good,Metro (High Demand),2019,80769.85,Diesel,Automatic,First Owner,18.0,1199,88,5,1135855.28,600190.61
Maruti Suzuki Ertiga,LXI (Base),Excellent,Metro (High Demand),2015,49944.05,Petrol,Manual,First Owner,20.0,1462,103,7,1094962.84,489886.0
Tata Altroz,XZ (Top),Poor,Tier 2 (Medium),2025,115111.62,CNG,Automatic,First Owner,19.0,1199,84,5,1131998.83,677896.51
Hyundai Grand i10,E (Base),Good,Rural (Low),2021,79627.69,CNG,Automatic,Second Owner,20.0,1197,82,5,879306.26,401572.78
Honda City,S (Mid),Excellent,Tier 2 (Medium),2022,18783.75,CNG,Automatic,First Owner,17.0,1498,119,5,1578604.71,1379108.58
Honda City,E (Base),Good,Tier 2 (Medium),2016,15632.24,CNG,Automatic,First Owner,17.0,1498,119,5,1643362.04,606328.77
Volkswagen Taigun,Highline (Top),Good,Tier 2 (Medium),2012,38230.02,CNG,Automatic,First Owner,16.0,1498,148,5,1765007.28,548112.78
Maruti Suzuki Dzire,VXI (Mid),Fair,Rural (Low),2025,21749.93,Petrol,Manual,Third Owner,23.0,1197,88,5,763125.66,483093.77
Hyundai i20,S (Mid),Poor,Metro (High Demand),2019,113788.68,CNG,Manual,First Owner,20.0,1197,82,5,850329.26,283114.88
Volkswagen Virtus,Trendline (Base),Excellent,Tier 2 (Medium),2023,44868.02,Petrol,Automatic,First Owner,18.0,1498,148,5,1689250.57,1463985.16
Toyota Urban Cruiser,V (Top),Good,Tier 2 (Medium),2020,11873.95,Diesel,Manual,First Owner,18.0,1462,103,5,1278274.35,826365.28
